Name,Address,Phone,Website,Operating_Hours,Dinner_cost,Lunch_cost,Rating,Reviews
uniba-kaiisshou,4-chome-14-17 Tsukiji Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13176727/,ランチ11:00～14:30(L.O)ディナー17:00～22:00(L.O),"￥15,000～￥19,999","￥5,000～￥5,999",3.49,33
Otsunasushi,7-chome-14-4 Roppongi Minato City Tokyo-to,050-5457-3273,https://tabelog.com/en/tokyo/A1307/A130701/13016610/,持ち帰り平日:10:00～21:00土曜・祝日:10:00~20:30日曜:10:00~13:00お召し上がり平日:11:30～14:00、17:00～22:15（21:00最終入店）土曜:11:30～14:00、17:00～21:00（20:30最終入店）,"￥5,000～￥5,999","￥1,000～￥1,999",3.51,46
Sushihagiwara,7-chome-7-12 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13014951/,17:00～翌02:00,"￥15,000～￥19,999",-,3.18,13
Yushimatenjinshitasushihatsu,3-chome-35-8 Yushima Bunkyo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131101/13025204/,[月～土]11:30～14:0016:30～22:00（LO21:15)[祝]11:30～22:00（LO21:15)ランチ11:30～14:00,"￥10,000～￥14,999","￥6,000～￥7,999",3.33,25
Takumi gattenzushi,4-chome-27-14 Kotobashi Sumida City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13232305/,,"￥3,000～￥3,999","￥2,000～￥2,999",3.08,31
kaisendokorosushitsune,3-chome-9-10 Kotobashi Sumida City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13009568/,【営業時間変更】（2021/7/12～8/22）11：00～20：00※休館日：8/18(水)※■ランチタイム　11:00～15:00■アルコール類ご提供時間　※酒類の提供中止（終日）※■ラストオーダー（寿司・和食・ソフトドリンク）19：30（お土産）19:30　(お受け取り20：00迄),"￥3,000～￥3,999","￥1,000～￥1,999",3.07,30
sushiuogashinihonichi,3-chome-21-10 Shinbashi Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13014238/,［月～土］11:00～23:00［日］11:00～22:00［祝］11:00～21:00,"￥1,000～￥1,999",～￥999,3.28,85
Sushirosan,3-chome-14-1 Shinjuku Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13011087/,11:00～16:0017:00～22:00(L.O.21:15)【土・日・祝 11:00～22:00(L.O.21:15)】,"￥15,000～￥19,999","￥15,000～￥19,999",3.71,143
sushitsukijinihonkai,1-chome-14-1 Nishishinjuku Shinjuku City 都 Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13229981/,11：30～21：00,"￥3,000～￥3,999","￥1,000～￥1,999",3.04,11
Sushikappouyuusui,1-chome-1-38-1 Chuo Nakano City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1319/A131903/13070320/,(月～金)【ランチ】　11:15～14：00【ディナー】17:30～22：30(土)・(祝)【ランチ】　11:15～14:00【ディナー】17:30～21:30,"￥4,000～￥4,999",～￥999,3.42,20
MUSUKO,2-chome-15-8 Iwamotocho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13149676/,昼11：30頃〜夜17：00～（ラストオーダー23：30）,"￥4,000～￥4,999","￥1,000～￥1,999",3.48,29
Ikki,Nishiazabu Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13144389/,18:00〜24:00(L.O.23:00),"￥8,000～￥9,999",-,3.21,14
Tachibanasushi,3-chome-34-1 Kitazawa Setagaya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1318/A131802/13047870/,11時30分～13時30分17時～22時,"￥6,000～￥7,999","￥3,000～￥3,999",3.13,10
Uofuji,1-chome-1-1-1 Minamiaoyama Minato City 上水内郡 Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1306/A130603/13053867/,［月～金］11:30～14:00／17:00～23:00［土］11:30～14:30／17:00～22:00,-,"￥1,000～￥1,999",3.26,15
Senju shige,Senju Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132402/13234222/,17:30～21時ラスト入店,"￥15,000～￥19,999",-,3.15,10
dangonomiyoshi,Senju Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132402/13122287/,[日・火～土］7:00～17:00,-,～￥999,3.28,23
Dommaru,27-5 Nihonbashihakozakicho Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130204/13134842/,10：00～20：00,～￥999,-,3.01,10
Sushidokorokoichian,1-chome-1-1-4 Nishishinjuku Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13103719/,,～￥999,～￥999,3.06,17
Izumizushi,15-3 Sakuragaokacho Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130301/13020955/,11:30～13:30/16:00〜土曜日　16:00〜,"￥10,000～￥14,999","￥1,000～￥1,999",3.33,36
Sushitakase,Sendagaya Shibuya City Tokyo,n/a,https://tabelog.com/en/tokyo/A1304/A130403/13174994/,営業時間11:30～14:00（L.O.14:00）17:00～22:00（L.O.21:45）■お電話にて席のみ予約、予算に応じた各コース、大人数様の予約を受け付けておりますのでお気軽にお問い合わせ下さいませ。,"￥6,000～￥7,999","￥1,000～￥1,999",3.56,81
Nihonkai,4-chome-27-10 Matsugaya Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131104/13036755/,[月～日] 11:30-02:00,"￥1,000～￥1,999","￥1,000～￥1,999",3.13,28
Gattensushi,1-chome-5-1 Towa Adachi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1324/A132404/13041646/,【月～木・日・祝日】11：30～21：30（ラストオーダー21：00）【金・土・祝前日】11：30～22：00（ラストオーダー21：30）※天候などにより、営業時間を変更する場合がございます。詳しくはホームページをご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.08,31
Sushikuon,3-chome-29-8 Nishihara Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1318/A131811/13227593/,[火～日]15:00～23:30（L.O.22:30）,"￥15,000～￥19,999",-,3.29,15
yasubee,3-chome-14-1 Shinbashi Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13099343/,11:30～14:00ランチ平日のみ17:00～27:00【土曜日　～22:00】,"￥5,000～￥5,999","￥1,000～￥1,999",3.28,21
Kizushi,2-chome-7-13 Nihonbashiningyocho Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130204/13003041/,[月～金]11:45～14:30 17:00～21:30[土]11:45～14:30 17:00～21:00[祝前日の日]11:45～14:30,"￥15,000～￥19,999","￥6,000～￥7,999",3.76,193
Matsue,2-chome-24-12 Shibuya Shibuya City Tokyo-to,050-5868-9607,https://tabelog.com/en/tokyo/A1303/A130301/13240134/,《当面の営業時間》11:00～15:00（フードLO14:20 ドリンクLO14:30）17:00～20:00（フードLO19:20 ドリンクLO19:30）※東京都の要請に基づき、当面の間、酒類の提供を終日控えさせていただきます。,"￥10,000～￥14,999","￥3,000～￥3,999",3.26,17
nihombashigumpachi,4-13 Nihonbashiyokoyamacho Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130204/13030403/,[月～金]11:00～14:0017:00～23:00(L.O.22:30)[土]11:00～14:00　ランチのみ,"￥5,000～￥5,999","￥1,000～￥1,999",3.37,27
Sushitakumiokabe,5-chome-13-14 Shirokanedai Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1316/A131602/13042968/,[月～土]17:00～22:30,"￥15,000～￥19,999",-,3.3,14
Gansozushi,4-chome-6-8 Kamata Ota City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1315/A131503/13046161/,11:30～22:00 (L.O.21:45),"￥1,000～￥1,999",～￥999,3.06,23
Nakamurasuisan,Nakano Nakano City Tokyo,n/a,https://tabelog.com/en/tokyo/A1319/A131902/13132199/,9:30～19:00,-,～￥999,3.07,10
Sushimatsunami,1-chome-9-5 Komagata Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131102/13003660/,17:00～21:00,"￥6,000～￥7,999","￥2,000～￥2,999",3.67,44
Moriichi,2-chome-24-6 Kanda Jinbocho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1310/A131003/13042316/,11:00～22:00,"￥1,000～￥1,999","￥1,000～￥1,999",3.57,201
Tsukijisushisei,4-chome-13-9 Tsukiji Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131301/13019413/,[月～金] 10:00～14:30 17:15～22:30 [土] 9:00～22:30,-,"￥4,000～￥4,999",3.06,20
Sushimisakimaru,1 Chome Nishishinjuku Shinjuku City Tokyo,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13006739/,11:00～23:0011:00～17:00ランチ,"￥1,000～￥1,999","￥1,000～￥1,999",3.18,55
Asakusamidorisushi,2-chome-27-8 Nishiasakusa Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131102/13118005/,17：00～翌02：30（LO）,"￥5,000～￥5,999",-,3.17,10
Sushidokoroarimura,5-chome-5-14 Higashioi Shinagawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1315/A131501/13013980/,17:00～翌0:00,"￥10,000～￥14,999",-,3.23,19
Shimizu,2-chome-15-10 Shinbashi Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13002892/,[火～日]12:00～17:30～19:30～,"￥20,000～￥29,999","￥10,000～￥14,999",4.1,343
Shinkawa,1-chome-6-6 Ebisu Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130302/13060192/,ランチ12:00～14:00ディナー18:00～23:00,"￥8,000～￥9,999",-,3.21,12
Taishuubanikusakabajokki,Senju Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132402/13222261/,定食・テイクアウトやってます。11：00～20：00只今、お酒のご提供はしておりません。,"￥2,000～￥2,999",～￥999,3.22,11
Mutenkurazushi,1-chome-4-2 Sumiyoshi Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13248453/,,"￥2,000～￥2,999","￥1,000～￥1,999",3.03,11
Sushiisshin,2-chome-5-6 Akasaka Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1308/A130802/13021339/,17:00～22:00(L.O.21:15)2時間の制限があります。,"￥8,000～￥9,999","￥6,000～￥7,999",3.71,164
Koisushi,4 Chome-52 Nishitsutsujigaoka Chofu Tokyo,050-5457-1265,https://tabelog.com/en/tokyo/A1326/A132601/13155762/,[月～土]11:00～23:00 (22:30L.O)[日・祝]11:00～22:00(21:30L.O),"￥5,000～￥5,999",～￥999,3.08,11
Sushidokorokai,2-chome-34-5 Todoroki Setagaya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131715/13005120/,12:00～14:00　17:00～22:30,"￥8,000～￥9,999","￥4,000～￥4,999",3.6,68
Sushimasa,8-chome-14-18 Minamidaira Hino Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1329/A132903/13016373/,[火・木]17:00～21:30(L.O)[水・金]※昼のランチタイムサービス営業11:30～15:0017:00～21:30(L.O)[土・日・祝]11:30～15:0017:00～21:30(L.O),"￥6,000～￥7,999","￥1,000～￥1,999",3.09,11
Ryusuke,7-chome-3-13 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13185503/,12:00ランチ予約必須17:30～22:30,"￥30,000～￥39,999","￥10,000～￥14,999",4.14,150
ginzasushiaoki,6-chome-7-4 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13000563/,[月～金]12:00～13:30(L.O)18:00～21:30(L.O)[土、日、祝]12:00～13:30(L.O)17:00～21:30(L.O),"￥20,000～￥29,999","￥5,000～￥5,999",3.74,212
Senzushi,3-chome-19-3 Nakakasai Edogawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131305/13141028/,[月～金・日]11:30～14:0014:00～翌4:00[土]17:00～翌4:00※月曜日が祝日の場合[日]17：00～翌4：00[月（祝日）]11：30～翌4：00,-,～￥999,3.05,13
Sushimisakimaru,7-chome-24-15 Minamikoiwa Edogawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131204/13047824/,11:00～22:30(L.O),"￥1,000～￥1,999","￥2,000～￥2,999",3.04,14
Setsukijisushisen,1-chome-9-6 Tsukiji Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131301/13029445/,11:00～05:00(L.O.4:00),"￥4,000～￥4,999","￥1,000～￥1,999",3.18,70
Sushichoushimaru,3-chome-1-21 Higashikasai Edogawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131305/13009594/,HPまたは店舗にてご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,22
Tsukijinihonkai,Yaguchi Ota City Tokyo,n/a,https://tabelog.com/en/tokyo/A1317/A131716/13017802/,≪1F≫11:30~22:00(L.O.21:30)≪2F≫[月～金]・11:30~15:00(L.O.14:30)・17:00~22:00[土・日・祝]・11:30~22:00(L.O.21:30)※1階は予約不可、2階は予約可となります。何卒ご留意下さい。非常事態宣言による営業時短要請を受け、5月31日まで20時閉店とさせて頂きます。,"￥3,000～￥3,999","￥1,000～￥1,999",3.06,18
Yachiyozushi,3-chome-1 Kagurazaka Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130905/13029218/,緊急事態宣言の発出に伴い、以下の通り営業致します。営業時間：１１：３０～１３：００　１７：００～２０：００（但し、酒類提供は終日控えます）皆様のご理解を賜りますようお願い申し上げます。,"￥8,000～￥9,999","￥1,000～￥1,999",3.34,25
Sushienrike,1-chome-8-7 Ginza Chuo City Tokyo,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13255180/,【完全予約制】18:00～23:00予約は専用ホームページから可能,"￥30,000～￥39,999",-,3.09,19
Nakatazushi,1-chome-3-12 Hachimancho Fuchu Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1326/A132602/13070459/,11:00～,"￥10,000～￥14,999","￥1,000～￥1,999",3.29,12
Miyakozushi,1-chome-6-5 Nihonbashikakigaracho Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130204/13018135/,[月～金]11:00～13:30(L.O) 16:30～22:00(L.O.21:00)[土]11:00～13:30(L.O) 16:30～20:00(L.O),-,"￥1,000～￥1,999",3.68,171
Hatsunezushi,Nishikamata Ota City Tokyo,n/a,https://tabelog.com/en/tokyo/A1315/A131503/13017742/,営業日：月・火・金・土15時～、17時～、19時～の3部制。現在、昼営業は行っておりません。,"￥50,000～￥59,999","￥50,000～￥59,999",4.38,343
Tsuruhachi,Tokyo-to Chiyoda City ホーム 4,n/a,https://tabelog.com/en/tokyo/A1310/A131003/13000419/,[月・木・金]17:00～22:00(閉店)[火]12:00～13:00 17:00～22:00(閉店)[土]12:00～13:00 17:00～21:00(閉店),"￥10,000～￥14,999",-,3.73,95
Sushigen,2-chome-18-4 Takadanobaba Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130503/13000087/,11:30～21:30(L.O),"￥6,000～￥7,999","￥10,000～￥14,999",3.36,31
Sandaimeamimotouosensuisan,Nakano Nakano City Tokyo,050-5456-8002,https://tabelog.com/en/tokyo/A1319/A131902/13132584/,【通常営業時間】11:30～24:00※新型コロナウイルスの影響により、営業時間・定休日等が記載と異なる場合がございます。ご来店時は、事前に店舗へご確認をお願いします。【当面の営業時間】11:30～21:00,"￥2,000～￥2,999",-,3.03,16
Sushikan,2-chome-4-14 Nakane Meguro City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131702/13005168/,[火～土]12：00～14：00(LO）17：30～23：00(LO）[日・祝］12：00～15：00（LO）17：30～21：30（LO）,-,"￥3,000～￥3,999",3.09,10
Hanamizushi,2-chome-16-2 Kamiosaki Shinagawa City Tokyo-to,050-5869-7085,https://tabelog.com/en/tokyo/A1316/A131601/13029198/,【営業時間変更のお知らせ】緊急事態宣言を受けまして、時短営業2021年7月29日(木)～31日(土)、8月5日(木)～7日(土)16:00～20:00の時短営業通常時営業時間ーーーーーーーーーーーーー【火～金】ランチタイム12:00～13:30（L.O）※ランチタイムはカード使用不可【月～土】ディナータイム 17:00～23:30（L.O）※出前、お持ち帰りはカード使用不可,"￥8,000～￥9,999","￥1,000～￥1,999",3.42,29
Fukuhiro,7-chome-8-19 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13141402/,【平日】ランチ 　12：00～14:00　ご予約お願いいたします。【平日】ディナー　17:30～23:00 (L.O.22:30)【土・祝】ランチ　12：00～15:00【土・祝】ディナー　17:00～20:00 (L.O.19:30)ランチは入荷状況により不定休となります。ご予約をお勧めいたします。,"￥15,000～￥19,999","￥5,000～￥5,999",3.19,11
sushiuogashinihonichi,Nakano Nakano City Tokyo,n/a,https://tabelog.com/en/tokyo/A1319/A131902/13113215/,[月～金]11：00～23：00 [土日祝]11：00～22：00,"￥1,000～￥1,999",～￥999,3.23,56
Sushikanroku,1-chome-14-1 Nishishinjuku Shinjuku City 都 Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13024458/,11:00～22:00(L.O.21:00),-,"￥1,000～￥1,999",3.26,21
Teruya,15-3 Ichibancho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1308/A130803/13136559/,【火〜日】18:00～23:30(L..O.22:30),"￥20,000～￥29,999",-,3.66,38
Mutenkurazushi,5-chome-1-1 Showacho Akishima Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1329/A132902/13049415/,[全日]11:00～23:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.05,18
Sushiyaginzou,1-chome-30-1 Kabukicho 新宿区 Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13195525/,［月～金］11:30～15:00（L.O.14:30）17:00～23:00（L.O.22:30）［土・日・祝］11:30～23:00（L.O.22:30） ※営業時間は予告なく変更になる場合がございます。,"￥2,000～￥2,999",～￥999,3.05,17
Edotoukyousushitsune,1-chome-1-1-2 Oshiage Sumida City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131203/13141235/,【営業時間変更】（2021/7/12～8/22）11：00～20：00■ランチタイム　11:00～15:00■アルコール類ご提供時間　※酒類の提供中止（終日）※■ラストオーダー（寿司・和食・ソフトドリンク）19：30（お土産）19:30　(お受け取り20：00迄),"￥1,000～￥1,999",～￥999,3.21,65
Ootsukasushitsune,2-chome-6-10 Kitaotsuka Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1323/A132302/13012332/,【営業時間変更】（2021/7/12～8/22）11：00～20：00■ランチタイム　11:00～15:00■アルコール類ご提供時間　　※酒類の提供中止（終日）※■ラストオーダー（寿司・和食・ソフトドリンク）19：30（お土産）19:30　(お受け取り20：00迄),"￥3,000～￥3,999","￥1,000～￥1,999",3.15,45
Kikuzushi,Shakujiimachi Nerima City Tokyo,n/a,https://tabelog.com/en/tokyo/A1321/A132103/13070837/,,"￥8,000～￥9,999",-,3.12,13
Sakaezushi,1-chome-18-5 Tateishi Katsushika City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1324/A132403/13008118/,12:00～19:00頃実際には、夕方にはネタが売切れて店仕舞いしています。,"￥2,000～￥2,999","￥2,000～￥2,999",3.75,414
Okabe,8-chome-7-10 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13178228/,[月～木] 18:00～翌1:00 [金] 18:00～翌3:00,"￥20,000～￥29,999",-,3.12,10
takumisushikou,5-chome-13-1 Minamiaoyama Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1306/A130602/13152003/,17:00～,"￥20,000～￥29,999","￥8,000～￥9,999",3.62,46
Kimura,3-chome-21-8 Tamagawa Setagaya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131708/13026584/,[火・木～土]17:30～19:30 19:30～22:00(2部制)[水・日]12:00～14:00 17:30～19:30 19:30～22:00(3部制),"￥30,000～￥39,999","￥30,000～￥39,999",4.45,252
Nikutennokuni,13-8 Udagawacho Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130301/13181943/,[月～日] 17:00～24:00,"￥3,000～￥3,999",-,3.08,12
sushinoshimonyaseizan,Minamiaoyama Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1306/A130603/13149640/,11:30～14:00(L.O.14:30) 17:00～22:00(L.O.21:30、最終入店21:00),"￥10,000～￥14,999","￥1,000～￥1,999",3.38,31
Edonoya,Uchikanda Chiyoda City Tokyo,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13011324/,[月～金]11:00～23:00(L.O.22:30)　休憩なし・通し営業［土］11:00～21:30(L.O.21:00)　休憩なし・通し営業[月～土　ランチ］11:00～16:00［日・祝］11:00～21:30(L.O.21:00)　休憩なし・通し営業[日・祝　ランチ］11:00～15:00,"￥3,000～￥3,999","￥1,000～￥1,999",3.56,71
Asahizushisouhonten,4-chome-35-2 Sakuragaoka Tama Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1327/A132702/13027328/,[月～金]11:30～15:00(L.O.14:30) 17:00～22:30(L.O.21:30) [土]11:30～22:30(L.O.21:30)[日・祝]11:30～21:30(L.O.21:00)5月2日（火）より当面の間[月～金]11:30～15:00(L.O.14:30) 17:00～22:00[土]11:30～22:00[日・祝]11:30～21:30,"￥4,000～￥4,999","￥1,000～￥1,999",3.07,15
